email_opens,website_visits,brochure_downloads,contact_attempts,home_age,home_size_sqft,current_heating_age,estimated_income,credit_score,heating_degree_days,electricity_rate,referral,previous_customer,homeowner,time_in_home,converted,conversion_probability,predicted_conversion,lead_priority
1,2,0,1,9,3486,4,70242,506,3069,0.1323363285510837,0,0,1,13,0,0.0020070323488045006,0,Low
5,0,0,0,25,3016,23,70137,614,2658,0.1021187404631298,0,0,1,7,0,0.0020070323488045006,0,Low
3,4,0,0,14,2496,2,63635,585,2710,0.1657634585573127,0,0,0,5,0,0.002,0,Low
3,1,0,1,38,1621,20,75205,596,4551,0.2185920151280011,0,1,1,8,0,0.0019959230617126677,0,Low
2,1,0,2,1,2027,4,31936,731,5956,0.1805340621398399,1,0,1,5,0,0.001958145702357001,0,Low
3,1,0,3,15,2787,13,88218,562,1633,0.1369747441768815,0,0,1,4,0,0.0019508376893887576,0,Low
3,1,1,3,38,2637,22,75486,516,2416,0.0965706343162231,0,0,1,9,0,0.0019508376893887576,0,Low
3,0,0,3,31,2092,16,82801,648,2861,0.1757446785959599,0,0,1,11,0,0.0019508376893887576,0,Low
3,0,1,0,6,2444,24,50493,734,3291,0.1918688966627877,1,0,1,13,0,0.0019425887261650238,0,Low
1,0,1,4,22,1133,7,68496,616,3054,0.1980835966432505,0,0,1,1,0,0.001932357024129176,0,Low
2,2,0,1,21,2518,17,98884,519,2332,0.1954585165499452,0,0,1,5,0,0.0019284287258033237,0,Low
3,0,0,3,19,1243,23,40716,652,3085,0.085448475772537,0,0,1,12,0,0.0019280280198001715,0,Low
3,1,0,3,26,1559,22,44202,726,5797,0.0843389611917168,0,0,1,8,0,0.0019280280198001715,0,Low
3,1,0,3,34,3326,13,73526,557,3862,0.1851890845593555,0,0,1,8,0,0.0019280280198001715,0,Low
3,2,0,3,19,1458,17,52280,599,3108,0.0835913471822052,0,0,1,6,0,0.0019280280198001715,0,Low
3,2,0,3,36,2450,20,35990,646,5455,0.1212896604990927,0,0,1,10,0,0.0019280280198001715,0,Low
3,1,0,3,31,3249,14,55743,588,5441,0.1578249546106985,0,0,1,11,0,0.0019280280198001715,0,Low
3,0,1,3,30,1221,14,34279,609,4025,0.126512294879718,0,0,1,0,0,0.0019280280198001715,0,Low
3,1,0,3,34,2727,23,68288,555,4311,0.1424595504343755,0,0,0,8,0,0.0019280280198001715,0,Low
2,0,1,0,3,2264,19,58316,566,5055,0.2198430710590502,0,0,1,3,0,0.0019169565511665664,0,Low
3,0,0,3,25,1419,13,35983,637,1563,0.1024063053415969,0,0,1,4,0,0.0019117942535664054,0,Low
3,0,0,3,15,2640,16,38143,653,2349,0.0865362226702336,0,0,1,2,0,0.0019117942535664054,0,Low
3,1,0,4,26,1539,22,39674,603,2538,0.1409489474230706,0,0,1,0,0,0.0019117942535664054,0,Low
3,0,0,3,17,3476,20,70809,506,1352,0.1004045127114799,0,0,1,10,0,0.0019117942535664054,0,Low
3,1,1,3,22,2181,14,33531,623,1662,0.1914053405715704,0,0,1,8,0,0.0019117942535664054,0,Low
3,3,1,2,10,1074,13,83769,597,5919,0.1513195509778423,0,0,1,4,0,0.0018928335257380091,0,Low
4,3,0,1,30,3398,0,33364,738,5905,0.1742998645956801,0,0,0,4,0,0.0018719262684850687,0,Low
3,2,0,1,30,1355,13,44226,733,4863,0.2198467286848325,0,0,0,2,0,0.001868504210276362,0,Low
0,2,2,0,3,3261,12,84780,724,3115,0.090112294263911,0,0,1,8,0,0.0018643208809675017,0,Low
0,2,2,0,13,3285,24,76471,613,3879,0.1509873412382433,0,0,1,11,0,0.0018643208809675017,0,Low
0,1,2,0,35,835,12,89606,738,2481,0.2007378237080515,1,0,1,5,0,0.0018628706829967746,0,Low
3,1,2,0,21,1346,22,33276,636,4259,0.1931220730987983,0,1,1,5,0,0.0018504080085319401,0,Low
1,3,0,2,34,1642,17,86751,620,3720,0.1662501180465206,0,0,1,13,0,0.0018405741412868438,0,Low
6,0,0,0,13,1908,0,38514,506,5761,0.1652481487523574,1,0,1,14,0,0.001838837376700525,0,Low
0,3,0,0,31,3234,19,44772,624,5002,0.0833313053687152,1,0,1,12,0,0.0018296443841392769,0,Low
1,0,1,1,17,1980,15,99171,741,4395,0.1143120655255135,1,0,1,12,0,0.0018173994660004853,0,Low
1,3,0,2,23,926,19,78403,638,2352,0.2117949289305825,0,0,1,14,0,0.0018164487948430564,0,Low
4,0,2,0,32,2528,0,42260,719,3998,0.1521788892456984,1,0,1,4,0,0.0018163020120935491,0,Low
0,1,1,2,38,3488,15,41477,544,2507,0.1521987037677986,0,0,0,8,0,0.0018125879043600563,0,Low
1,1,0,0,11,1983,23,77246,711,4810,0.2008455892342216,1,0,1,13,0,0.001800068245859783,0,Low
2,0,0,2,14,2574,21,89161,636,5128,0.1863093270185652,1,0,1,10,0,0.0017985228437609776,0,Low
3,3,1,2,31,3225,13,44193,583,5055,0.2092725001210968,0,0,1,1,0,0.00179321894063483,0,Low
0,3,2,2,5,3132,3,96626,581,4627,0.1703470635366405,1,0,1,11,0,0.0017881655565571738,0,Low
3,2,0,2,14,1110,14,89622,737,5404,0.204729946114036,0,0,1,4,0,0.0017837529260522095,0,Low
1,0,2,2,2,1162,22,78694,521,5123,0.1962810571323641,1,0,0,9,0,0.0017635578087959428,0,Low
3,3,2,0,36,2381,1,31418,707,3558,0.1194314656585254,0,0,0,2,0,0.0017539354566367441,0,Low
1,1,0,3,38,3110,6,94701,734,5102,0.1181741430619316,0,0,1,13,0,0.0017503437388948072,0,Low
3,3,0,0,22,883,6,91855,723,2900,0.1976036075079287,0,0,0,0,0,0.0017433783788813272,0,Low
1,3,0,2,16,2255,0,97524,591,1762,0.1966409015938243,0,0,1,10,0,0.0017433783788813272,0,Low
6,1,1,2,35,1814,14,31326,571,2238,0.0837597183687046,0,0,0,6,0,0.0017421921661560987,0,Low
2,3,0,0,2,2691,1,96364,589,5442,0.2070548201076191,0,0,1,6,0,0.001740889784227501,0,Low
4,1,0,0,34,1203,13,41867,665,5454,0.1861852129336139,0,0,1,14,0,0.0017399099581854773,0,Low
1,0,0,0,16,1715,22,85015,741,4575,0.208719552653669,0,0,1,13,0,0.001738906961043247,0,Low
1,2,0,3,11,2254,11,92525,663,2422,0.186654001808369,0,0,0,14,0,0.001735418188254971,0,Low
1,0,0,0,38,2613,6,85917,645,5570,0.1980157444236255,0,1,1,6,0,0.0017353844200264847,0,Low
3,2,0,1,38,1278,0,98135,686,5693,0.0943902243951402,0,1,1,4,0,0.0017353844200264847,0,Low
2,0,1,0,39,1046,12,98674,585,3971,0.1361645589594906,0,1,1,3,0,0.0017353844200264847,0,Low
3,4,0,0,32,1541,9,51130,542,5777,0.0907368662886252,0,0,1,3,0,0.001732903538149464,0,Low
1,0,0,0,38,1597,10,75901,564,2714,0.117302733294316,0,1,1,9,0,0.0017127424512935197,0,Low
2,0,0,3,37,2194,16,33515,722,5333,0.118751155841623,0,0,1,10,0,0.001711300303072455,0,Low
1,1,0,3,37,2149,9,38226,725,5634,0.1492429723145247,0,0,1,4,0,0.001711300303072455,0,Low
0,3,0,0,13,2481,9,70414,520,5886,0.18343390617423,0,0,1,1,0,0.0017018463484051488,0,Low
1,3,1,1,11,2167,13,65983,539,5908,0.1255690173648239,0,0,1,12,0,0.0017018463484051488,0,Low
1,2,1,1,38,1605,18,74138,628,3277,0.0836442485655607,0,1,1,1,0,0.0016963409842041324,0,Low
0,3,0,2,38,931,0,55291,631,1808,0.1688880775014341,0,1,1,14,0,0.0016954381459059497,0,Low
4,1,0,2,32,3362,20,95917,505,1606,0.2002209556341711,1,0,1,14,0,0.0016830639554770205,0,Low
0,0,1,0,38,2784,5,37997,641,2475,0.1934624755823932,1,1,1,5,0,0.0016736990154711674,0,Low
3,1,3,0,8,2655,2,80234,500,1720,0.1232860456022088,1,0,1,8,0,0.0016736990154711674,0,Low
1,1,1,1,38,3146,22,55627,557,1526,0.0946014905757521,0,1,0,14,0,0.0016736990154711674,0,Low
1,1,3,1,13,1312,17,52466,513,1666,0.181249426978506,0,1,1,1,0,0.0016736990154711674,0,Low
5,0,0,0,10,3191,6,63243,501,2456,0.0843732033417854,1,0,1,6,0,0.0016736990154711674,0,Low
1,0,1,2,8,1746,3,98854,660,2837,0.2186015179185276,1,0,1,0,0,0.001671117256555898,0,Low
1,4,1,0,11,2179,21,72668,509,1964,0.1116484499867649,0,0,0,5,0,0.0016666666666666666,0,Low
2,3,2,1,7,2263,1,91213,573,1077,0.1980469229127634,0,0,1,11,0,0.001641556570807847,0,Low
4,0,1,0,17,1610,14,99012,662,2255,0.2182071104340811,0,1,1,4,0,0.0016376832477921683,0,Low
1,1,0,0,36,3258,17,39628,612,5241,0.1390748712692019,1,0,0,14,0,0.0016368171746803228,0,Low
2,0,0,0,39,2478,22,46792,594,4753,0.1201710965797392,0,0,1,14,0,0.0016368171746803228,0,Low
2,2,0,2,22,1786,22,98342,619,4903,0.1701766808279646,0,0,1,4,0,0.0016241426090719063,0,Low
0,1,0,2,12,1401,22,32211,720,2492,0.0959516637133756,1,0,1,14,0,0.0016150886147891555,0,Low
2,1,2,1,20,2213,7,40272,648,5436,0.0975761804760223,0,1,1,6,0,0.0016123127704367021,0,Low
0,0,1,0,32,988,3,84391,556,5487,0.2191236241049752,1,0,1,13,0,0.0016089995149531156,0,Low
3,0,2,0,24,1719,7,54446,666,5300,0.123991152354081,0,0,1,6,0,0.0016034159732836771,0,Low
0,1,1,1,37,2737,7,63761,599,1054,0.2197904359026003,1,0,1,8,0,0.0015968940999565744,0,Low
4,1,0,1,19,3287,4,82799,732,5188,0.0818990680153293,1,0,1,12,0,0.0015952496539242845,0,Low
2,1,0,3,12,3416,22,30728,589,1929,0.1149504336968449,0,0,1,14,0,0.001594333936106088,0,Low
2,1,0,3,38,1061,18,51072,621,1513,0.0976922034914422,0,0,1,14,0,0.001594333936106088,0,Low
0,1,1,3,1,2469,16,64731,695,2833,0.1047871687475845,0,0,1,14,0,0.001594333936106088,0,Low
3,0,1,3,16,2047,5,35904,655,2446,0.1753307579487082,0,1,1,14,0,0.001594333936106088,0,Low
1,0,3,0,20,1931,11,59688,713,1068,0.1850588386057771,0,0,1,3,0,0.0015916867217151015,0,Low
3,2,2,1,22,1502,4,64781,648,1229,0.1899848438235085,0,0,1,11,0,0.0015896708017037369,0,Low
3,1,0,3,8,3281,2,71471,744,2303,0.1592076689393841,0,0,1,13,0,0.0015894499312220831,0,Low
0,0,2,0,31,2374,20,33505,648,2100,0.1781457381704171,0,0,0,2,0,0.001580774004550712,0,Low
0,0,1,1,7,3413,9,91067,627,5227,0.2176878714199528,1,0,1,2,0,0.0015754846427285662,0,Low
1,2,0,3,23,2734,21,86479,574,5282,0.1979374063936136,0,0,1,5,0,0.0015728481925468018,0,Low
4,2,1,1,18,3312,8,69557,746,2543,0.1958693433891095,1,0,1,11,0,0.0015726076851913192,0,Low
1,1,1,1,39,2716,7,93212,586,4482,0.1424906657518445,1,0,0,14,0,0.0015681358559990043,0,Low
2,2,0,0,14,1073,21,85482,713,4333,0.1764977945371482,0,0,1,13,0,0.0015630226288122348,0,Low
1,3,1,0,31,1294,20,37400,597,4852,0.181196767239725,0,0,1,10,0,0.001561952089658431,0,Low
3,1,1,1,39,2755,9,48427,513,3093,0.1043162416285177,0,0,1,14,0,0.0015617276534998054,0,Low
4,0,0,2,39,3111,0,36083,591,2031,0.1383627997549812,0,0,1,14,0,0.0015454938872660393,0,Low
1,1,1,0,17,1405,23,99093,690,4224,0.1669146209571254,0,0,1,10,0,0.00154069201824633,0,Low
5,1,0,1,30,3299,21,82716,642,4900,0.1693434588238075,0,0,0,7,0,0.0015239791929898825,0,Low
2,1,3,1,30,1411,0,70078,693,3686,0.2095733376871967,0,0,1,10,0,0.001523266115038267,0,Low
2,2,1,0,1,1632,24,92921,551,5666,0.2121701269717831,0,0,1,13,0,0.0015174031114998882,0,Low
0,1,1,2,33,1661,23,90140,705,5003,0.1983537035930277,0,0,1,1,0,0.0015147478021981082,0,Low
4,0,0,2,39,2532,17,72017,558,3421,0.1994881732968409,0,0,1,10,0,0.0015020137972519309,0,Low
4,1,1,2,3,1880,4,47984,738,4598,0.1039732591231538,1,0,1,12,0,0.0014997235275169157,0,Low
0,1,1,2,9,3273,24,92169,704,4773,0.2058125197112789,0,0,1,8,0,0.0014991593743396011,0,Low
1,1,2,0,31,932,18,95745,741,4281,0.1380933929978356,0,0,0,3,0,0.001498853015499636,0,Low
3,1,0,0,18,3206,2,41567,684,1069,0.208397086840452,1,0,1,13,0,0.0014979808195196775,0,Low
2,0,0,4,22,1900,8,89609,577,3293,0.17727965496428,0,0,1,11,0,0.0014908809794320476,0,Low
3,2,0,2,17,1019,17,87792,685,1705,0.2000202180093145,0,0,1,11,0,0.0014835440103513065,0,Low
2,0,2,1,18,1668,21,94075,572,1910,0.126444499156945,1,0,1,14,0,0.001479465609493989,0,Low
1,0,0,2,20,1886,11,99031,574,5324,0.2140327184564376,0,0,1,8,0,0.00147939270126491,0,Low
4,1,1,3,16,1414,21,74297,619,2105,0.1226906450852915,0,0,0,13,0,0.0014746472131982817,0,Low
1,0,2,0,16,2908,22,79904,569,4387,0.1574609038400344,1,0,0,5,0,0.0014671425432619192,0,Low
1,1,1,2,38,970,17,78836,745,4739,0.1138552244368106,0,0,1,0,0,0.0014632184052354557,0,Low
2,2,1,0,39,2859,15,71058,727,3772,0.0948715827950143,1,0,1,12,0,0.0014623574491937623,0,Low
1,0,2,0,23,1974,23,34638,555,4217,0.164773632116444,1,0,1,14,0,0.0014582457461088944,0,Low
2,1,0,0,34,3420,7,30686,535,5637,0.1439397746273319,1,0,1,14,0,0.0014582457461088944,0,Low
4,0,0,0,37,2307,9,36645,563,5944,0.0868172769354524,0,0,1,14,0,0.0014582457461088944,0,Low
2,0,0,0,35,2310,10,52457,613,3395,0.1418073396412601,0,0,1,14,0,0.0014582457461088944,0,Low
0,1,0,0,33,2724,12,60751,673,5975,0.0863536658345524,0,0,0,14,0,0.0014582457461088944,0,Low
2,2,2,1,35,2776,23,42725,562,4797,0.1399334159917755,1,0,0,2,0,0.0014582457461088944,0,Low
2,2,0,0,32,3315,8,36857,597,5238,0.113740249752832,0,0,0,14,0,0.0014582457461088944,0,Low
1,0,0,3,28,2566,15,62898,643,5231,0.1463324699463251,0,0,1,5,0,0.0014518375436096953,0,Low
2,1,0,3,25,2661,12,64949,568,5525,0.1984929765230674,0,0,1,3,0,0.0014518375436096953,0,Low
3,1,2,2,22,3082,11,43487,685,5720,0.1264873057086861,1,0,0,10,0,0.0014502272252320653,0,Low
2,3,1,2,18,3474,24,54597,689,2920,0.1285601689525355,0,0,0,13,0,0.0014489585989729535,0,Low
3,0,2,0,22,2408,6,52817,649,2623,0.1524861651836267,1,0,1,5,0,0.0014445005745289542,0,Low
1,2,1,0,14,2693,23,72024,737,4478,0.1368236542951387,0,0,1,13,0,0.0014420119798751283,0,Low
5,0,0,1,25,3316,20,56735,595,4356,0.1472469530258142,0,0,1,10,0,0.0014420119798751283,0,Low
4,0,1,1,18,2883,0,40510,737,5564,0.2125501184712734,1,1,0,10,0,0.0014414035000781306,0,Low
3,3,1,2,3,2429,17,75199,609,5006,0.1047366647382812,1,0,1,14,0,0.0014384390338910017,0,Low
4,1,1,1,34,2774,24,35523,722,1399,0.2037261292241651,1,0,0,11,0,0.0014383306520256533,0,Low
4,1,2,1,5,1021,24,41245,710,1425,0.1805018557931017,1,0,1,12,0,0.0014383306520256533,0,Low
2,1,0,0,29,2239,4,37626,518,2281,0.1700378120247333,1,0,1,14,0,0.0014356037773759292,0,Low
1,0,2,1,38,1817,24,44155,618,2180,0.1581530402841595,1,0,1,6,0,0.0014356037773759292,0,Low
5,2,1,0,35,1605,10,44593,511,1704,0.1807248964922286,0,0,1,14,0,0.0014356037773759292,0,Low
4,0,0,0,35,2838,11,70664,746,3198,0.169692146016079,1,0,1,11,0,0.0014325067029251058,0,Low
3,1,1,1,33,992,9,88955,736,3915,0.1425812470175146,1,0,1,13,0,0.0014325067029251058,0,Low
4,0,1,0,29,2507,1,75771,727,3583,0.087773734090425,1,0,1,10,0,0.0014325067029251058,0,Low
1,2,0,0,24,1764,5,91700,580,4010,0.215374692468367,1,0,0,13,0,0.001430428086381687,0,Low
1,0,0,2,38,3488,16,32196,740,4462,0.1670220429882367,0,0,0,1,0,0.0014241749694131034,0,Low
4,1,0,0,3,2827,6,55484,747,5865,0.1229416816518647,1,0,0,13,0,0.0014162729366913394,0,Low
4,2,1,0,4,1798,5,96004,734,1408,0.1914659520840269,1,0,1,12,0,0.0014098647341921405,0,Low
4,1,1,1,37,2508,5,86357,745,2590,0.1846975281746402,1,0,1,10,0,0.0014098647341921405,0,Low
3,1,0,1,33,2956,14,85658,744,1135,0.1522003527452458,1,0,1,11,0,0.0014098647341921405,0,Low
3,0,1,0,4,926,10,90717,737,1755,0.0888774955479966,1,0,1,12,0,0.0014098647341921405,0,Low
3,1,0,1,5,1393,5,77879,741,1885,0.1603676802389107,1,0,0,12,0,0.0014098647341921405,0,Low
3,0,0,2,0,2589,10,84907,744,1325,0.1455390580915879,1,0,1,10,0,0.0014098647341921405,0,Low
2,1,2,3,11,2446,0,47472,560,4818,0.1664619949073116,1,1,0,6,0,0.0014085475003196525,0,Low
0,1,0,3,14,2696,6,60760,608,3542,0.1953686488744625,1,0,1,9,0,0.0014085475003196525,0,Low
2,1,0,1,39,1805,12,65035,693,5061,0.1606224120631968,1,0,1,6,0,0.0013877305835221206,0,Low
2,0,0,2,36,3295,20,74840,726,5393,0.2108332982826193,0,0,1,11,0,0.0013857885261800084,0,Low
3,1,0,0,10,1705,18,92901,716,3868,0.0811284518712997,1,0,1,10,0,0.0013766111059847327,0,Low
1,1,0,0,21,3456,11,98693,534,1359,0.2036366642523192,0,0,0,10,0,0.0013733001417063685,0,Low
3,1,0,1,17,958,7,93626,681,5213,0.1570480865219302,1,0,0,12,0,0.0013667766344064888,0,Low
1,1,0,0,38,1933,14,47507,699,2234,0.1188684028602422,1,0,1,4,0,0.0013650886147891555,0,Low
2,0,1,0,38,1680,14,42900,682,1607,0.1799590000110817,1,0,1,5,0,0.0013650886147891555,0,Low
0,1,0,2,25,2196,23,67329,594,3823,0.155859829090595,1,0,1,14,0,0.0013631249083630422,0,Low
3,1,1,0,13,846,24,94438,732,2286,0.1966093255738486,0,0,1,13,0,0.001360241140156468,0,Low
3,0,0,1,29,1909,6,59113,700,4231,0.0936366243690883,1,0,1,13,0,0.001357879837253464,0,Low
3,2,0,1,34,2149,2,33117,686,4861,0.1627583681400846,1,0,1,13,0,0.001357879837253464,0,Low
4,0,0,0,33,1514,12,90025,718,5457,0.1314469823816934,1,0,0,10,0,0.001357879837253464,0,Low
3,2,0,0,24,2947,17,32345,711,4073,0.1254480672607806,1,0,1,13,0,0.001357879837253464,0,Low
3,3,1,2,21,2144,7,37739,624,1040,0.0824210945840722,1,0,1,13,0,0.0013574770377192513,0,Low
3,2,1,0,34,3052,21,90244,541,4300,0.2101559489354861,0,0,0,4,0,0.001347182839412044,0,Low
3,1,0,0,17,2719,8,89132,691,2772,0.1744994826503949,1,0,1,13,0,0.0013441346656735238,0,Low
3,0,0,0,12,2944,13,78728,715,4167,0.0997871421731642,1,0,1,10,0,0.0013416460710196977,0,Low
5,0,0,0,8,1180,13,78724,685,3295,0.1869799849571349,1,0,1,11,0,0.0013416460710196977,0,Low
1,3,0,1,31,2733,3,91546,640,5450,0.1937691173775337,0,0,1,7,0,0.0013404568837946007,0,Low
0,0,0,1,20,1571,23,98650,635,2629,0.1840462096222606,0,0,1,10,0,0.0013394786209419362,0,Low
5,2,0,0,0,1869,8,78894,691,2910,0.1343092297687872,1,0,1,10,0,0.0013352378685204988,0,Low
3,0,1,0,4,2135,15,72494,691,1044,0.1647843814721001,1,0,1,13,0,0.0013352378685204988,0,Low
2,0,0,2,21,1120,6,99023,555,5130,0.0944401990906763,0,0,1,9,0,0.0013286389324206887,0,Low
2,0,0,0,30,1453,3,95983,743,1746,0.2100735723115684,0,0,0,12,0,0.0013079406645821853,0,Low
3,3,1,1,31,1878,15,35922,575,4151,0.1869467514728753,0,0,1,0,0,0.0013014134479722482,0,Low
4,3,0,0,31,2062,2,70832,600,2983,0.1368384376287814,0,0,1,10,0,0.0012787714792392832,0,Low
2,3,0,0,31,2063,8,45979,625,1833,0.0883916937671112,0,0,1,6,0,0.0012787714792392832,0,Low
4,3,1,0,31,917,18,69615,574,2660,0.1183663379452367,0,0,1,9,0,0.0012787714792392832,0,Low
0,3,0,0,31,1883,10,65301,736,2359,0.1776377401110499,0,0,0,5,0,0.0012787714792392832,0,Low
4,3,1,0,3,3474,5,46717,622,2524,0.154821182420826,0,1,1,8,0,0.0012787714792392832,0,Low
2,0,0,3,15,3215,7,60537,683,5707,0.1464636896812618,0,0,0,7,0,0.0012732661150382668,0,Low
2,0,0,3,35,914,3,46325,677,1971,0.0914992070468042,1,0,1,7,0,0.0012696586114307633,0,Low
1,0,1,0,27,1607,18,93096,602,4531,0.2165369660355242,0,1,1,5,0,0.0012652156262972897,0,Low
2,1,1,1,38,1703,17,88834,646,4749,0.2153383591520837,0,0,1,1,0,0.0012652156262972897,0,Low
3,1,2,0,34,2877,24,48962,703,1289,0.089810534263781,0,0,1,7,0,0.0012633136870903946,0,Low
4,2,0,2,30,3315,22,37088,517,4375,0.2069527979983903,1,0,1,10,0,0.0012618455906658144,0,Low
1,1,0,3,16,3243,7,60342,610,1638,0.1983034022850928,0,0,1,13,0,0.0012570323488045006,0,Low
1,1,0,1,27,2748,22,48761,639,2617,0.084830097753043,1,0,0,14,0,0.0012570323488045006,0,Low
1,2,0,3,32,2256,11,60737,618,1803,0.1870280543155521,0,0,1,0,0,0.0012570323488045006,0,Low
1,0,0,3,3,2543,14,60412,644,1091,0.2002624289819587,0,0,1,0,0,0.0012570323488045006,0,Low
1,1,0,1,39,3484,16,79964,578,1278,0.1098782027640478,1,0,1,12,0,0.0012570323488045006,0,Low
3,1,1,3,11,3233,14,60780,533,2191,0.1940279224536624,0,0,0,1,0,0.0012570323488045006,0,Low
0,2,0,1,27,2738,23,69126,523,1927,0.1205149959230708,1,0,1,14,0,0.0012570323488045006,0,Low
2,3,2,2,3,3288,11,83775,629,2895,0.1610428822549358,0,0,1,4,0,0.0012474679008571082,0,Low
3,3,2,0,22,2800,9,67427,544,5093,0.1713566928536957,0,0,1,8,0,0.001239963230920746,0,Low
1,1,0,0,20,2220,8,98653,622,1684,0.0815248692695306,0,0,1,4,0,0.0012225463728621471,0,Low
3,1,0,1,19,3052,22,94411,605,5822,0.1408583887988943,1,0,1,10,0,0.0012222568319582977,0,Low
4,3,2,0,7,1134,5,36571,542,5343,0.0811718466931797,0,0,1,6,0,0.0012148326675339549,0,Low
3,1,2,0,24,2206,16,89307,531,2151,0.2167749963576728,0,0,1,7,0,0.0012091724561676788,0,Low
5,0,0,2,38,1127,6,36036,623,5096,0.2099940805103596,0,0,1,1,0,0.0012080022532403871,0,Low
1,0,0,2,39,1748,18,48761,704,4655,0.203006148411088,1,0,1,10,0,0.001205308158474681,0,Low
1,0,0,3,8,3425,22,35423,660,1411,0.2022594503075924,0,1,1,7,0,0.0012001106730303657,0,Low
2,1,0,1,22,2212,24,89226,637,4233,0.2016175221141356,0,0,1,8,0,0.0011947893139844232,0,Low
2,1,0,1,30,839,18,90704,746,2988,0.1798776190902961,0,0,1,0,0,0.001192151930702999,0,Low
1,0,0,0,23,3428,24,94118,668,5757,0.1403089155380767,0,0,1,11,0,0.001191345125987191,0,Low
2,1,0,2,26,1915,18,90927,623,5071,0.2092779401418504,0,0,1,5,0,0.0011873758945422207,0,Low
3,0,0,1,20,880,22,85271,649,5243,0.0998298382995719,1,0,1,13,0,0.0011872917969932627,0,Low
1,1,0,1,25,1749,24,91236,570,5125,0.2130310570032419,0,0,1,1,0,0.0011858925168313984,0,Low
1,1,0,0,26,2740,22,97173,567,5548,0.2075802402979241,0,1,1,14,0,0.0011858925168313984,0,Low
2,1,1,0,20,1898,14,98370,633,1262,0.159628549959479,1,0,0,4,0,0.0011835029370397948,0,Low
4,0,1,1,29,2812,17,48809,508,4725,0.0897201443323386,1,0,1,14,0,0.0011783949998402379,0,Low
3,1,0,1,36,2933,14,65317,568,5099,0.128801469656609,1,0,1,12,0,0.0011783949998402379,0,Low
0,0,0,3,36,1939,14,79059,662,5776,0.0871198993220148,0,0,1,2,0,0.0011734206619717304,0,Low
4,0,1,1,28,3183,11,45172,724,3095,0.1706903466362061,1,0,1,4,0,0.0011702349609802776,0,Low
2,1,2,0,16,3006,15,89924,668,4876,0.2135038207111456,0,0,1,6,0,0.0011598288691124926,0,Low
3,2,1,1,31,2467,17,86942,736,2519,0.1550485347357165,0,0,1,11,0,0.0011571868957379642,0,Low
2,0,1,2,34,2762,9,95727,738,2611,0.1129885517446004,0,0,1,12,0,0.0011571868957379642,0,Low
0,0,0,3,35,1667,3,79627,706,1144,0.0978595106830808,0,0,1,7,0,0.0011571868957379642,0,Low
2,0,1,0,21,1325,20,93585,634,1513,0.2054362156863851,0,0,1,2,0,0.001154866239260675,0,Low
1,1,1,0,20,1228,22,88602,620,2219,0.2146874514106301,0,0,1,2,0,0.001154866239260675,0,Low
2,0,1,1,21,856,24,97881,649,1137,0.2022997335751992,0,0,1,6,0,0.001154866239260675,0,Low
4,1,1,2,7,1386,16,98033,573,5797,0.2020810984778217,0,0,1,4,0,0.001153861022317671,0,Low
3,1,1,1,5,3429,20,99353,553,3351,0.2042297560407818,0,0,1,6,0,0.0011523776446068488,0,Low
2,0,1,1,8,3350,24,90730,550,2132,0.2005612970236745,0,0,0,9,0,0.00114596944210765,0,Low
2,3,1,0,11,2411,20,68713,685,1864,0.1259010967131883,0,0,1,14,0,0.0011398825903503945,0,Low
2,2,0,1,18,2567,24,33342,559,5951,0.1482127156785956,0,0,0,0,0,0.0011262334523528285,0,Low
5,2,0,1,38,3305,1,49073,697,3259,0.1750965851716086,0,0,1,4,0,0.0011245516624148106,0,Low
3,1,0,4,22,2958,1,61460,634,1626,0.149441017127368,0,0,1,14,0,0.0011181434599156117,0,Low
0,2,0,4,12,3240,17,61014,567,1718,0.1424854220042171,0,1,1,7,0,0.0011181434599156117,0,Low
3,0,1,0,33,1027,24,60701,570,5712,0.0809122443800475,0,0,0,11,0,0.0011173366551998035,0,Low
3,1,0,1,28,2270,24,55635,726,5705,0.096744737449972,0,0,0,10,0,0.0011173366551998035,0,Low
1,1,0,0,37,2079,24,76730,656,5798,0.1296234948925445,1,0,1,7,0,0.0011173366551998035,0,Low
1,1,0,0,35,2126,17,92617,523,5384,0.2108062846600548,0,0,1,8,0,0.0011039253037166445,0,Low
0,1,0,0,28,1932,16,92850,690,4592,0.2006997812070155,0,1,0,5,0,0.0011039253037166445,0,Low
4,2,1,1,28,1803,18,91644,570,5459,0.2132713287148784,0,0,1,13,0,0.0011039253037166445,0,Low
4,2,0,0,29,2503,17,40073,660,3611,0.1577255687667673,1,0,1,12,0,0.001102916354773964,0,Low
3,0,0,2,22,1117,10,39919,600,5393,0.1592188292645922,1,0,0,14,0,0.0010921709592474104,0,Low
2,1,0,2,35,2344,19,91739,731,2005,0.2186330069434611,0,0,1,5,0,0.0010867199358535352,0,Low
4,0,0,0,7,2810,21,36979,662,4952,0.1970286424138381,1,0,1,10,0,0.0010866825885401975,0,Low
2,0,1,0,29,1411,16,94897,694,3218,0.2125190667005912,0,0,1,4,0,0.001086644197725861,0,Low
4,1,0,2,23,1121,9,38100,501,3299,0.1149705639879342,1,0,1,13,0,0.0010832741620943856,0,Low
3,0,0,2,33,1601,20,78034,539,3793,0.1223376556357817,1,0,1,11,0,0.0010832741620943856,0,Low
