email_opens,website_visits,brochure_downloads,contact_attempts,home_age,home_size_sqft,current_heating_age,estimated_income,credit_score,heating_degree_days,electricity_rate,referral,previous_customer,homeowner,time_in_home,converted
2,3,0,2,19,1819,23,71808,737,2508,0.08553284737605928,0,0,1,2,0
1,1,0,1,4,1489,11,61273,695,4536,0.20127414854652517,0,0,1,1,0
1,1,0,1,7,3343,16,70521,627,1122,0.10968351129648345,1,0,0,4,0
4,4,1,5,26,2032,16,109094,841,6651,0.2346720872373692,1,0,1,11,1
4,2,0,0,26,2801,21,77776,631,4184,0.08024751078671051,0,0,1,13,0
3,1,0,1,13,2973,16,63765,694,1824,0.08966586326903417,0,0,1,2,0
1,0,0,3,3,2543,14,60412,644,1091,0.20026242898195873,0,0,1,0,0
4,2,0,1,18,3268,11,55681,673,4516,0.13797014143392425,0,0,1,11,0
8,0,0,0,33,1815,6,75382,700,1747,0.08583674510306019,0,0,1,10,0
2,0,1,0,34,1703,6,92641,622,5852,0.12088814859030497,0,0,1,11,0
2,0,0,0,22,1248,6,92658,562,3629,0.13379634820952974,0,0,1,2,0
0,2,0,3,17,3092,4,75078,649,4439,0.10870373101624001,0,0,0,8,0
1,0,0,0,7,2216,23,56351,557,3805,0.2199779714646638,1,0,1,5,0
4,0,0,2,29,2146,6,81167,541,4760,0.1858263400503792,0,0,1,2,0
0,0,2,1,9,1806,24,69301,681,4499,0.17683413710557577,0,0,1,12,0
9,13,4,4,45,2685,23,110607,805,4346,0.21022922529953347,1,1,1,15,1
2,1,1,0,25,2234,9,63654,686,2959,0.1666595671747485,0,0,1,0,0
2,1,0,0,11,1513,13,96451,519,2963,0.10420556026916346,1,0,0,8,0
0,2,1,0,22,2496,11,61853,624,2230,0.2011965976144485,0,0,1,5,0
8,6,3,3,44,3197,16,141029,784,4759,0.15813011940147342,1,0,1,14,1
3,0,0,2,19,2473,16,58212,705,5100,0.16909148573804825,0,0,1,2,0
3,0,1,2,28,1850,5,46554,660,2040,0.1031537754641429,0,1,1,1,0
3,1,1,0,38,1492,18,57605,658,1873,0.17966998119610955,0,0,1,12,0
7,4,6,5,33,3372,13,107697,835,5214,0.24738574192125679,0,0,1,13,1
1,0,0,4,36,2089,22,69861,738,4724,0.0981442051453129,0,0,1,9,0
4,0,2,2,9,2006,19,77578,632,4023,0.15004999230207097,0,0,1,10,0
1,0,0,2,11,1701,1,38571,590,5163,0.12105785393562617,0,0,0,1,0
2,1,0,2,35,2021,4,39627,600,2448,0.2085565746382007,0,0,1,8,0
4,2,1,0,37,875,20,77565,582,5738,0.1162095577307283,0,0,1,12,0
2,0,0,0,38,922,20,91476,511,1709,0.1922770934705781,0,0,1,13,0
2,0,1,3,8,1084,18,32979,680,5536,0.0843694968919676,0,0,1,10,0
1,1,0,1,29,847,16,56879,623,4663,0.19299133350771241,0,0,1,3,0
3,2,0,1,2,1436,6,59944,707,1972,0.18618998534327458,1,0,1,0,0
1,1,2,2,9,1943,8,52343,532,1802,0.1244936871222409,0,0,0,2,0
2,1,1,2,6,2407,13,44977,610,3165,0.10852890352562292,0,1,1,14,0
1,0,1,0,28,3019,9,60139,658,5717,0.13950196699792722,0,0,1,9,0
1,1,1,0,10,2087,1,81507,549,3839,0.14624505290734507,0,0,0,8,0
0,2,0,0,28,2448,3,63823,569,1864,0.1262742388827215,0,0,0,3,0
0,0,0,0,13,3476,20,42083,522,5461,0.08017589699320385,0,0,1,9,0
4,10,1,5,32,3735,16,129609,728,5234,0.1356375171453425,1,0,1,8,1
2,2,0,3,10,1902,22,88499,660,2388,0.21299364919882197,0,0,1,6,0
2,1,0,2,33,2858,9,35586,504,1430,0.11581455556364273,0,0,1,13,0
5,0,0,0,6,3006,3,97119,562,4689,0.17910762942570024,0,0,1,12,0
0,2,1,0,39,2710,14,93247,644,4556,0.21499086965785313,0,0,1,14,0
2,1,1,0,21,2132,22,32496,729,5698,0.1191817546773761,0,0,1,10,0
1,1,1,0,2,3372,20,38126,646,3657,0.08490643581349597,0,1,1,4,0
2,4,0,0,22,2472,13,44033,623,5377,0.09744630309308229,1,0,1,10,0
2,0,1,1,26,3327,10,30339,586,3657,0.08674036698416868,1,0,1,12,0
1,3,2,3,8,1018,6,99330,543,1287,0.10270847367492471,0,0,0,3,0
3,1,0,0,8,1955,6,53419,652,4001,0.1141011236016352,0,0,1,3,0
2,0,0,1,2,2637,1,51465,618,2845,0.16202521822960225,0,0,0,11,0
4,1,0,1,34,1537,6,83300,518,3312,0.19194539135711292,1,0,0,0,0
2,0,1,1,2,2053,3,87792,618,1510,0.21678682588333176,0,0,1,6,0
5,0,0,1,2,3163,3,90026,671,3633,0.18390022284614388,0,0,1,1,0
0,2,0,1,29,2458,22,68497,563,5789,0.09719202857154553,0,0,1,9,0
5,2,0,1,21,2507,23,34394,678,4761,0.19827667799161067,0,0,0,10,0
3,0,0,1,4,2423,7,96042,696,2567,0.12084366911426292,0,0,1,5,0
2,1,0,3,15,2494,2,73314,666,4134,0.08897900521668961,1,0,1,8,0
7,8,3,4,21,3167,29,125140,813,4823,0.2079866056719061,1,0,1,18,1
3,0,0,1,39,2872,12,73011,532,1161,0.13341670179212822,1,0,1,10,0
1,0,0,2,39,3424,2,38151,543,2286,0.1891266180969843,1,0,1,3,0
0,1,0,1,24,3000,1,99107,738,3072,0.20643192397294075,0,0,1,13,0
1,2,0,1,1,873,14,96129,730,2498,0.12062900443585944,0,0,0,13,0
2,2,0,0,11,2699,1,74946,564,1627,0.17010845019499213,1,0,1,3,0
2,3,1,0,21,1042,24,76380,619,4132,0.09084260362339365,0,0,1,11,0
1,2,0,1,34,1507,17,48510,746,5498,0.0867118641464343,1,0,0,2,0
2,0,1,1,10,3462,5,93021,625,4452,0.20155497300055802,0,0,1,13,0
1,1,0,1,25,1749,24,91236,570,5125,0.21303105700324193,0,0,1,1,0
1,1,0,0,21,1822,7,56423,522,4101,0.20740767099228052,0,0,1,1,0
0,0,1,1,38,2252,5,82641,623,1531,0.21126818892248828,0,0,1,5,0
2,2,0,1,32,2785,12,83479,697,5819,0.1887470899099113,0,0,1,9,0
4,0,0,1,12,3213,0,91635,556,1235,0.192784881213904,0,0,1,9,0
1,1,1,4,2,1996,22,67725,632,2081,0.08287488599488316,0,0,1,2,0
1,1,0,2,20,1311,16,70607,631,1508,0.1467630312984064,0,0,1,12,0
2,1,0,2,18,1278,16,80079,644,5054,0.17075789663996283,1,0,0,6,0
7,6,3,8,21,1659,29,142924,724,5185,0.1893004719002437,1,0,1,16,1
0,1,0,1,19,1064,14,53793,502,1730,0.15328733824242083,0,1,1,4,0
2,0,0,2,11,1729,22,63250,731,1264,0.11521882951110787,0,0,1,1,0
0,0,2,1,16,2222,11,30554,569,1092,0.17888646540994446,0,0,1,0,0
0,0,1,0,21,2604,7,84145,689,2851,0.11570348625514999,0,0,0,2,0
1,1,0,0,9,3292,3,44539,520,2038,0.21252074060838572,0,0,1,7,0
2,5,3,3,26,2050,20,110939,726,6278,0.15383729148358039,1,0,1,4,1
0,2,0,2,22,1580,10,87930,646,1717,0.11274525101673465,0,0,1,13,0
3,2,0,0,33,3105,15,90945,634,2368,0.15316621389600893,0,0,1,10,0
1,0,0,2,27,3228,12,65103,745,2588,0.12163101592212522,0,0,1,11,0
9,11,2,2,27,2404,28,112499,741,3619,0.20664999918869953,1,1,1,18,1
1,1,1,1,30,3349,9,41498,611,1935,0.10444614537566002,0,0,1,6,0
3,0,0,0,14,1411,17,75845,721,2596,0.14684329136410235,0,0,1,6,0
3,1,0,0,38,2101,19,88994,715,2687,0.17019748107796012,0,0,1,5,0
0,2,3,0,0,1117,0,63952,589,4572,0.08128823598062991,1,0,1,14,0
4,0,0,3,2,3451,21,83322,556,3244,0.15067270472986855,0,0,1,7,0
1,4,0,0,36,2865,19,68276,709,5706,0.15889558401685733,0,0,1,5,0
0,1,0,0,34,3317,18,75024,504,3172,0.21311190047021517,0,0,1,14,0
1,2,0,1,13,3014,9,52140,606,3426,0.21835734224752495,0,0,0,5,0
2,1,0,1,37,3254,14,73829,580,3887,0.11115425486422005,0,0,1,5,0
6,5,5,4,24,3391,26,94407,664,3781,0.19957424507511157,0,1,1,5,1
4,2,3,1,32,2209,12,35089,574,1996,0.11328835863685338,0,0,1,0,0
1,0,0,0,24,1409,10,43673,641,3961,0.11689496372146982,0,0,1,10,0
1,1,0,1,25,1938,16,63148,593,5503,0.19701368849039608,0,0,1,6,0
2,0,0,0,14,1110,20,32004,581,5015,0.21220682313864758,0,0,1,8,0
8,5,1,1,41,2878,29,147463,651,4757,0.18127384124167983,1,0,1,15,1
1,0,0,1,3,1741,8,99023,565,3655,0.168894881984923,0,0,1,10,0
1,1,0,0,12,2805,11,35868,501,3125,0.20567795296938995,0,0,1,11,0
2,0,0,3,28,2664,20,91059,694,5466,0.20717650395208076,0,0,1,11,0
2,1,1,1,37,1178,17,71994,749,2909,0.14416432724268197,0,0,0,3,0
1,3,2,1,33,1009,8,34219,734,1589,0.20269360051939506,0,0,1,13,0
4,2,0,0,20,2168,2,56704,514,5090,0.10067470607184571,0,0,1,0,0
4,1,0,2,31,1029,20,88819,735,3016,0.15413774699732186,0,1,1,10,0
2,1,1,2,5,1074,22,46763,589,3062,0.09063158556778528,0,0,1,13,0
2,1,0,1,33,2806,22,62524,650,1834,0.11680995780626213,0,0,1,13,0
4,0,2,0,5,1751,20,39152,584,1880,0.14824472881737083,0,0,1,0,0
2,0,0,2,14,1074,14,78162,747,3700,0.21291119096939104,0,0,1,0,0
1,0,1,1,33,1091,8,40959,504,5606,0.10332793869724118,0,0,0,9,0
4,1,0,1,26,2395,2,55309,735,3434,0.17576356576144536,0,0,0,10,0
5,3,0,1,37,2460,19,38741,665,1480,0.19897025661589277,1,0,1,12,0
3,1,1,2,23,1200,14,77882,610,2615,0.17800013193178083,0,0,1,8,0
3,0,1,0,33,1027,24,60701,570,5712,0.08091224438004757,0,0,0,11,0
0,1,1,1,32,3148,2,59699,551,1237,0.13800164869647114,0,0,1,11,0
4,1,0,1,7,988,23,52176,541,5837,0.20824678366403254,0,0,1,13,0
4,0,0,0,36,2333,5,43850,583,5222,0.19389338452109128,0,0,1,6,0
3,0,1,1,13,3132,17,33577,638,5661,0.18974215362348468,1,0,1,9,0
6,5,4,2,46,2801,15,87716,814,6560,0.19198249309654145,1,0,1,5,1
1,0,0,2,21,3277,9,56823,682,4928,0.0902783922646101,1,0,1,11,0
3,0,1,2,24,2193,3,34583,718,5438,0.13646075893989462,0,0,1,14,0
2,1,0,1,33,1989,20,32163,710,2660,0.20255918474197118,0,0,1,7,0
4,4,1,1,20,1927,16,58526,520,5637,0.12972430295964438,0,0,1,13,0
1,1,0,1,15,2058,7,86209,745,4377,0.13235828990399864,0,1,1,5,0
0,1,0,2,17,2854,11,59699,569,3889,0.18114371155744124,0,0,1,9,0
2,0,0,0,9,2676,18,55648,632,5272,0.08579166853673416,0,0,0,3,0
1,3,0,1,37,2419,24,32706,671,4338,0.20679386897405655,0,0,1,13,0
1,2,2,1,38,1188,4,50168,714,2757,0.10739033119229204,0,0,0,10,0
5,4,2,2,31,1875,15,120372,657,4860,0.1316891118317613,0,0,1,17,1
3,2,1,2,15,2629,19,64850,533,2161,0.18887944996417116,0,0,1,9,0
1,0,0,1,8,1790,20,51227,735,1661,0.13567701169436303,1,0,1,5,0
1,3,1,0,32,2085,5,80091,712,1558,0.1434138022547335,0,0,0,2,0
3,0,0,0,9,2233,1,81965,610,2976,0.16111960065802466,1,0,1,2,0
3,0,1,0,5,1070,4,98557,700,1345,0.08030052294450536,0,0,1,2,0
4,1,1,1,5,1762,3,76074,682,4130,0.15581778849846528,0,0,1,14,0
3,0,1,1,36,2762,16,82317,730,2475,0.20652898008887,0,0,1,6,0
5,1,0,0,36,1774,22,41008,708,3733,0.15750459811474105,0,0,1,11,0
1,3,0,0,28,2696,23,54393,541,5057,0.2083909144672244,0,0,1,4,0
4,0,2,0,18,3173,11,98028,620,4912,0.11900459602858982,0,0,1,4,0
2,1,1,1,31,2553,21,69201,618,4702,0.1751981746772005,0,0,1,1,0
2,1,0,1,6,1126,20,82031,619,1005,0.13204750949379687,0,0,1,6,0
3,0,0,0,39,3064,3,42263,698,2892,0.08975138129781543,0,0,0,2,0
3,2,0,0,28,2434,3,37194,603,4573,0.10200100346103305,1,0,1,4,0
0,3,0,2,36,2429,13,85034,716,1346,0.09277109599719677,0,0,1,8,0
1,0,0,1,34,2386,5,48522,571,2032,0.1777720868083003,1,0,0,9,0
5,0,0,2,30,2990,1,35721,625,5323,0.20480683727009336,0,0,1,9,0
0,1,0,3,29,2099,13,92571,578,2653,0.09092982140853503,0,0,1,2,0
4,4,4,4,19,2805,16,95790,662,6483,0.20700487792760852,1,0,1,18,1
6,1,0,1,20,1946,18,37456,503,1719,0.1918474256676131,1,0,0,6,0
1,2,0,0,28,1089,11,94898,553,1602,0.09440596027667561,0,0,1,6,0
2,0,1,0,3,3268,18,81700,512,5244,0.1364019006974415,0,0,1,4,0
4,0,0,0,22,1158,23,30814,583,1226,0.19521368255690427,1,0,1,8,0
2,0,2,0,19,2747,8,50131,627,1729,0.09528568478185813,1,0,1,1,0
3,1,1,0,19,1953,22,43731,522,1347,0.1904320155657952,0,0,1,11,0
1,1,0,1,19,2502,10,43720,626,2735,0.20981925148732583,0,0,0,8,0
1,0,1,0,18,1121,2,46719,707,3025,0.15343747481441228,0,0,1,14,0
3,5,2,7,39,2635,25,149272,775,3495,0.2372522255773895,1,1,1,10,1
0,0,0,1,14,2703,10,69807,544,5134,0.11644886362209249,0,0,1,0,0
1,2,0,3,30,2514,1,84687,597,5610,0.10906271726032195,0,0,1,14,0
12,9,5,6,29,1517,18,67749,768,6722,0.13458617767953357,1,0,1,5,1
2,3,0,2,19,2268,19,65764,718,4642,0.1810599263034949,0,0,0,5,0
0,2,0,1,19,1815,15,37239,570,1514,0.19149769504944242,0,0,1,4,0
0,1,0,1,31,2658,18,53869,612,4223,0.1788395587372742,0,1,1,0,0
2,0,0,0,2,862,5,57792,621,5818,0.16264627825724032,0,0,1,7,0
1,1,0,0,39,1941,5,66999,575,1315,0.08638814592914565,0,0,1,7,0
1,2,0,1,24,2233,21,42838,555,5018,0.11435308433793506,1,0,1,1,0
0,1,0,3,1,2160,1,71382,633,3829,0.08131053522608131,1,0,0,12,0
2,0,0,1,21,1537,3,75598,584,2786,0.18821859955422385,0,0,1,2,0
0,3,0,2,38,931,0,55291,631,1808,0.16888807750143417,0,1,1,14,0
2,2,0,1,22,2257,20,69907,619,4982,0.11785187356306814,0,0,1,3,0
2,0,0,1,19,1691,1,81839,588,3698,0.17614036901080704,1,0,1,4,0
3,1,2,0,8,2663,13,73828,612,3277,0.18292797973311198,0,0,1,5,0
2,3,2,2,3,3288,11,83775,629,2895,0.16104288225493588,0,0,1,4,0
2,1,2,2,23,1173,0,85935,611,3540,0.08194371235678491,0,0,0,7,0
2,1,0,0,4,1225,10,76324,572,4948,0.12828345280980746,0,0,1,0,0
3,1,0,0,15,1921,10,53576,688,5337,0.17097117774591972,0,0,1,7,0
0,2,0,1,10,2808,3,95055,566,4461,0.1426958069178635,1,0,1,10,0
2,2,0,0,12,1595,13,89663,588,2453,0.1083421992226888,0,0,1,2,0
1,3,0,1,6,1375,11,80187,604,3819,0.12581868213765837,0,0,1,1,0
2,3,1,0,11,2411,20,68713,685,1864,0.1259010967131883,0,0,1,14,0
0,0,0,0,39,806,11,39891,570,5264,0.10001911804945621,1,0,1,5,0
0,4,1,0,22,1913,8,96244,561,3124,0.11314655983916777,0,0,0,14,0
2,3,2,1,21,2673,20,55051,724,5788,0.11131989054713454,0,0,1,12,0
2,0,0,0,2,1946,3,58337,719,1402,0.12309918953392775,0,0,0,2,0
0,2,0,0,0,1665,12,32570,661,4213,0.17991342966146245,0,0,1,0,0
3,1,1,2,36,1523,11,71089,563,2930,0.13977655537321726,0,0,1,8,0
2,2,0,0,16,2898,18,97923,646,3638,0.08385090813321075,1,0,1,5,0
4,3,0,0,31,2062,2,70832,600,2983,0.1368384376287814,0,0,1,10,0
2,1,0,2,7,1939,13,54440,550,3365,0.11625303136357812,1,0,0,2,0
6,8,1,6,35,3511,25,65156,676,4687,0.1848662763931565,1,0,1,6,1
1,4,2,0,31,2146,0,93591,507,3274,0.09868801844993143,0,0,1,11,0
4,0,0,2,14,1662,13,38980,642,4671,0.18663128741234225,0,0,1,14,0
5,1,1,0,28,2912,3,85903,656,1121,0.21891317715504932,1,0,1,11,0
12,10,2,5,19,2948,20,89877,799,4874,0.21721326546871841,1,0,1,10,1
6,6,4,1,25,2570,15,95507,665,5017,0.19289754492637012,1,1,1,10,1
2,2,0,1,39,2357,16,58323,746,5342,0.10658802334500772,0,0,1,9,0
1,1,0,3,3,2432,23,97976,561,5433,0.1949059997111636,0,0,1,11,0
2,0,0,2,27,2009,22,33927,628,1412,0.16561527129466927,0,0,1,7,0
1,0,0,1,4,3178,8,79955,602,3133,0.16550759196052095,0,0,1,13,0
2,1,0,1,17,3462,21,69913,620,5613,0.203232034933096,0,0,1,5,0
2,2,0,0,31,944,23,81407,689,5509,0.2015492038651681,0,0,1,2,0
2,2,0,0,28,1579,4,32626,500,2807,0.17163733048726237,1,0,1,10,0
3,2,1,0,36,1067,23,77068,654,3678,0.21633211578903566,0,0,1,1,0
2,2,0,1,13,959,10,62068,677,2700,0.1964576398312615,1,0,0,0,0
1,0,0,2,7,2861,4,73479,642,4428,0.1965140536534835,0,1,1,13,0
0,0,0,1,22,3333,13,98110,502,4168,0.18899767884501367,0,0,1,7,0
5,1,2,0,11,1870,18,89934,602,5889,0.1654245981775241,0,0,1,4,0
1,1,2,2,24,803,7,66048,578,5902,0.15805916682947987,1,0,1,9,0
3,1,0,0,25,2770,2,35132,666,4352,0.16347608796767316,0,0,0,13,0
2,1,0,0,19,2204,22,67382,695,1896,0.09958310002423512,1,0,0,9,0
5,0,0,0,18,3368,1,72337,693,1912,0.17261951315966936,1,0,1,6,0
0,0,0,1,11,2578,16,64262,740,2173,0.16250594589948422,0,0,1,6,0
2,1,1,2,12,2619,9,83340,500,4405,0.20031746385574112,0,0,1,13,0
3,1,0,1,10,1510,5,99982,643,3576,0.1539410670946115,0,0,1,7,0
2,1,0,3,31,1726,3,89013,548,1494,0.10966759261354217,0,0,1,0,0
1,3,0,0,28,2567,17,60041,656,1971,0.1949486506532282,0,0,0,9,0
4,2,1,1,0,2676,14,95739,570,5417,0.21733721774671821,0,0,1,12,0
0,1,0,1,26,2141,19,74467,672,4231,0.2025298984744257,1,0,1,6,0
5,7,2,3,36,3327,17,134678,812,3024,0.2117652603696348,0,0,1,14,1
4,0,0,0,18,2811,1,35257,582,4995,0.19659885303804958,0,1,0,14,0
7,3,5,4,31,1710,15,138743,816,3951,0.23045876251798944,1,0,1,13,1
2,3,2,1,26,1179,12,84797,609,3926,0.13229088965783883,0,0,0,7,0
3,1,0,2,24,930,18,77281,512,4544,0.1342670273600171,0,0,0,7,0
2,0,1,1,18,1692,4,36520,721,1259,0.20381980288517898,0,0,1,0,0
0,0,1,0,15,2338,11,34601,622,2778,0.12865720218458526,1,0,1,8,0
4,1,0,2,39,2603,23,82283,515,5197,0.10192763219068592,0,0,1,13,0
5,0,0,0,11,1970,9,97629,558,3654,0.13032086891312564,0,0,1,5,0
0,0,0,1,24,1368,21,99841,584,4978,0.1404149539906718,0,0,1,3,0
3,2,0,2,25,2094,10,80573,503,4875,0.08078106893272281,1,0,1,4,0
3,0,1,3,1,2190,15,67054,623,2717,0.1903945797998956,0,0,1,3,0
2,0,3,1,0,2090,13,83432,538,1028,0.193128662381713,0,0,0,3,0
1,2,0,0,30,3177,22,48856,684,2145,0.1753057045521607,1,0,1,13,0
3,0,0,1,4,2631,5,38167,696,5501,0.17181741446018242,0,0,1,3,0
3,0,1,1,33,2061,5,43415,603,4535,0.10498167987644386,1,1,1,10,0
3,0,1,1,28,2895,5,58017,561,3531,0.2178214639939512,0,0,1,3,0
1,1,1,2,16,1443,20,52227,608,5974,0.19077890786665222,0,0,1,5,0
5,2,0,3,10,1777,9,83695,612,5936,0.10898377039563903,0,0,1,10,0
3,0,0,0,26,2374,13,30396,723,1397,0.09925001458281052,0,0,1,9,0
2,0,0,1,39,3136,24,58223,574,5482,0.09309282289133892,0,0,1,12,0
3,1,0,2,0,847,0,41927,676,4268,0.13762680449547152,0,0,1,11,0
1,0,0,3,33,1366,8,87863,710,5196,0.12758454879228748,0,0,0,4,0
2,1,0,4,27,994,22,70841,632,3305,0.08429895973078969,1,0,0,14,0
2,3,0,1,16,2861,6,97314,574,1540,0.1010225723556683,0,0,1,2,0
1,1,1,0,29,2698,1,93903,749,3571,0.11637200218914029,0,0,1,12,0
3,0,0,3,30,3428,2,84715,595,4203,0.09001585900261068,0,0,1,5,0
1,1,0,0,7,3372,18,85662,677,4584,0.0879994303821406,0,0,1,11,0
4,8,1,7,36,3955,28,101300,700,6249,0.1787715063440664,1,0,1,14,1
2,0,1,1,27,2763,0,72916,506,5955,0.14682894420295722,0,0,1,3,0
2,1,0,3,23,3018,20,67263,601,2391,0.1247717172126927,0,0,1,11,0
6,0,0,0,27,3107,17,87857,683,1127,0.21700108193542483,0,0,1,4,0
2,3,0,1,34,1936,16,61527,678,1419,0.18688068926578993,0,0,1,5,0
0,1,0,2,4,906,0,79211,615,4213,0.14921600690304382,1,0,1,9,0
4,1,0,1,15,1551,14,75569,710,3462,0.21904296654404548,1,0,0,9,0
3,8,4,6,33,3094,15,64714,844,5472,0.21430086200066278,1,0,1,12,1
0,0,0,0,27,2629,1,38645,722,4578,0.13491468316815491,0,0,1,12,0
3,1,0,2,18,1111,24,59367,602,2791,0.14712024964604642,0,0,1,9,0
1,0,0,3,38,1633,14,64837,519,2884,0.13136178809676086,0,0,1,1,0
4,0,0,1,12,1224,12,53068,518,5904,0.14956102494611823,1,0,1,9,0
3,0,0,2,16,2907,16,95116,726,5635,0.2089065748588395,0,0,1,3,0
1,1,0,0,25,2119,15,95042,677,2564,0.21341408043353277,0,0,1,11,0
2,1,1,1,2,2000,11,61491,555,2290,0.18549878124285563,0,0,0,3,0
7,8,2,9,31,3930,25,121217,697,5364,0.1892735782909959,1,0,1,6,1
3,3,1,1,11,3169,17,32915,631,2069,0.09270401053897627,0,0,1,13,0
2,2,1,0,7,812,9,71618,677,4478,0.18215166760089727,0,0,1,2,0
3,0,2,1,2,2251,8,86544,544,4800,0.15298908676834685,0,0,1,11,0
1,0,1,0,17,3331,17,54343,693,4422,0.10160046552543436,0,0,0,8,0
5,0,0,1,24,3018,24,90698,588,3047,0.10001731059966323,0,0,1,11,0
0,1,0,1,23,1753,4,90478,509,5598,0.16053819221930643,0,0,1,14,0
3,1,0,2,14,1902,22,48745,563,2185,0.20415246237997964,0,0,1,3,0
1,3,0,1,2,2840,9,35132,594,2736,0.12802762296128545,0,0,1,12,0
3,2,1,0,4,2285,4,98540,568,1541,0.08210392560280037,0,0,1,5,0
9,6,1,5,15,2315,27,77854,756,6287,0.16590905704591166,1,1,1,13,1
1,1,0,1,12,2816,22,65490,536,5013,0.09475846114236744,0,0,1,4,0
0,1,0,0,33,1590,18,68904,735,5352,0.17918836655766046,0,0,1,8,0
2,2,1,1,15,1521,6,42810,699,1250,0.17639478081746257,0,0,1,5,0
6,5,4,6,28,2982,25,121240,720,3599,0.1952333212071829,1,0,1,14,1
9,8,5,0,18,2826,27,68483,826,6230,0.2351517065295517,1,0,1,5,1
1,1,1,1,37,1110,12,88272,729,4747,0.08144563207645279,1,0,1,14,0
4,0,0,2,9,1156,23,68943,567,2126,0.21553870470379333,0,0,1,6,0
1,1,2,0,26,1724,3,87761,702,3824,0.18842917269346152,0,0,1,11,0
1,0,1,1,22,1510,15,49097,624,5274,0.14293741989750122,0,0,1,8,0
1,2,0,2,19,3453,8,30417,718,2944,0.08869280291888137,0,0,1,6,0
1,2,0,2,29,1233,11,68401,623,1668,0.21188532386952547,0,0,1,1,0
3,2,1,0,31,2893,1,64834,648,5250,0.08015739983702642,0,0,1,3,0
3,1,0,0,18,1610,11,99231,630,4792,0.09968008386895147,0,0,1,1,0
5,0,0,2,22,1235,5,95028,545,2240,0.13590746626956404,0,0,1,2,0
2,1,0,1,4,940,8,58197,733,3872,0.1368606092435655,0,0,1,14,0
2,1,0,0,24,2425,11,60204,653,5642,0.14348569378042828,0,0,1,5,0
0,1,0,1,1,2396,4,30135,634,4279,0.1863126199845865,0,0,1,10,0
1,1,1,1,37,2791,13,94486,709,5441,0.18210356785226184,1,0,1,1,0
3,2,1,2,2,1880,0,35981,706,2302,0.2040484002584905,0,0,1,0,0
3,6,5,6,32,2032,18,98095,800,4500,0.15880544077111636,1,1,1,15,1
2,1,0,1,17,1908,21,48205,581,5485,0.17737409593576295,0,0,1,2,0
2,1,0,0,15,2956,8,38879,530,2858,0.1134984192753451,0,0,1,13,0
8,5,2,5,29,2530,18,63762,656,4675,0.13438774728524236,1,1,1,3,1
0,4,1,1,25,1867,3,35013,550,5239,0.12575766011925837,1,0,0,13,0
10,8,4,3,25,3308,15,114040,743,4736,0.13369743989261135,1,0,1,12,1
3,2,2,1,38,1767,9,57914,654,5869,0.21499187999403124,0,0,1,13,0
4,3,0,2,23,947,8,68105,530,3931,0.09833235213151598,0,0,1,7,0
2,2,0,3,33,1987,2,90536,603,5026,0.1990311226230596,0,1,1,7,0
2,0,0,2,16,2668,7,57772,627,5965,0.1899406415294235,0,1,1,2,0
4,0,0,1,18,1389,2,77523,585,3868,0.11071993311481756,0,0,1,10,0
0,0,0,0,14,2887,1,53075,526,1397,0.1172247579418509,0,0,0,3,0
1,0,0,0,16,2547,7,30645,687,5531,0.19981020151635778,0,0,1,0,0
3,0,0,0,3,3053,13,98774,617,1832,0.1266596414275308,1,0,1,11,0
2,1,1,3,20,1291,18,76305,629,1467,0.10943134011117664,1,0,1,7,0
7,0,1,2,17,1166,1,75793,500,1919,0.19402897444293993,0,0,1,9,0
2,1,0,0,7,2427,22,51328,653,5078,0.08136208177093165,0,0,1,1,0
6,4,5,7,36,3411,20,117924,826,5401,0.18748192494416466,1,0,1,15,1
6,2,2,2,12,1208,23,83175,681,2485,0.1643610834448595,0,0,1,12,0
2,2,0,0,14,2254,14,95813,743,3554,0.19998920666958514,0,0,0,9,0
1,1,1,0,33,1945,14,97305,710,3316,0.18643475748545368,0,0,1,12,0
0,0,3,3,17,862,6,40278,536,1037,0.14268913724075516,0,0,1,7,0
0,0,0,3,30,2605,3,62112,528,3616,0.18599904164292108,0,0,1,1,0
6,1,1,1,2,986,19,57640,690,1089,0.18083858116959928,0,0,1,4,0
2,1,0,1,8,2049,13,57752,592,2717,0.12195134705997834,0,0,1,12,0
6,7,3,2,26,1761,19,145371,755,6520,0.17856048921551637,1,0,1,16,1
2,2,0,0,29,2177,21,83200,707,3898,0.17177357671601332,1,0,0,2,0
5,5,1,6,17,1841,17,65249,821,5817,0.16718275533997895,1,0,1,10,1
1,2,0,1,27,1089,3,93041,659,1609,0.11110786428994986,1,0,1,5,0
0,1,0,2,21,2786,12,91477,543,3467,0.20051915110227858,0,0,1,13,0
9,7,1,8,19,2964,15,114034,751,5515,0.16689821551637932,0,0,1,17,1
2,0,0,3,4,3339,6,42802,525,2014,0.18082805122924706,0,0,0,8,0
3,2,0,0,20,1799,11,63561,723,2939,0.19449075964117823,0,0,0,13,0
1,1,2,2,8,2384,10,91950,668,3020,0.17918833105045315,0,0,1,12,0
0,0,0,0,31,2785,3,52458,704,5556,0.11241779847371908,0,0,1,7,0
1,1,1,1,5,2340,24,56012,621,2432,0.11135271177650462,0,0,1,14,0
3,2,1,0,11,1834,10,55039,570,1157,0.08396088931751912,0,0,1,5,0
